,country,points,price,province,region_1,taster_name,variety,descLen,compound,year
4537,1,87,25.0,50,533,1,236,257,0.1779,2010.0
9346,8,92,25.0,196,11,13,188,304,0.967,2015.0
7346,3,86,15.0,5,325,5,22,213,0.91,2008.0
2072,10,89,20.0,153,11,9,33,310,0.6705,2013.0
7390,2,89,19.0,31,46,13,6,344,0.945,2016.0
929,12,87,13.0,40,11,2,28,181,0.4404,2015.0
2979,3,86,17.0,4,69,12,15,218,0.5927,2014.0
663,8,90,25.0,16,11,2,22,284,0.9253,2007.0
9432,11,84,6.0,77,696,9,2,179,0.6423,2014.0
5150,3,85,70.0,4,23,3,15,120,0.4588,2009.0
5901,1,88,27.0,3,129,3,18,259,0.9273,2009.0
482,10,83,25.0,27,11,9,30,222,-0.4588,2012.0
3393,3,90,10.0,4,58,11,26,376,0.9584,2010.0
1723,8,93,25.0,70,11,13,53,248,0.8957,2012.0
7237,3,88,18.0,23,40,10,51,187,0.7184,2011.0
1879,12,93,23.0,49,11,2,28,225,0.875,2011.0
5174,3,92,40.0,4,284,11,55,344,0.9702,2012.0
4662,1,88,25.0,55,166,3,133,267,0.7506,2008.0
2816,3,87,15.0,5,67,14,6,299,0.7992,2007.0
1959,1,85,25.0,3,129,3,3,192,0.6808,2008.0
5984,10,87,18.0,61,11,9,26,253,0.6908,2014.0
5260,3,86,42.0,7,88,6,30,218,0.3182,2010.0
3582,3,94,55.0,4,4,4,15,372,0.8462,2013.0
9196,11,88,60.0,25,56,9,55,298,0.8201,2008.0
4619,2,88,15.0,6,254,2,2,169,0.7906,2016.0
7030,1,89,19.0,45,652,1,289,266,0.3818,2012.0
3555,10,87,20.0,168,11,9,5,296,0.3182,2010.0
3496,3,86,44.0,4,81,4,4,185,0.0,2013.0
5626,5,89,50.0,11,115,8,11,296,0.9207,2008.0
421,6,86,12.0,13,11,9,21,167,0.3182,2015.0
5671,1,87,55.0,55,93,1,23,205,-0.4215,2010.0
7507,3,91,14.0,23,40,10,51,205,0.9306,2009.0
3491,3,92,36.0,5,496,5,22,251,0.9091,2012.0
2960,1,87,12.0,1,53,3,5,222,0.714,2008.0
6120,11,86,56.0,25,114,9,18,293,0.6428,2005.0
767,3,91,50.0,4,69,12,11,280,0.7003,2012.0
753,1,93,79.0,19,27,1,25,323,0.3818,2013.0
6804,1,87,25.0,19,422,3,186,228,0.807,2007.0
9902,2,88,69.0,33,52,2,4,241,0.9001,2007.0
7485,3,85,28.0,23,119,10,64,206,0.4404,2011.0
4056,3,88,13.0,4,58,11,5,146,0.4404,2013.0
6379,3,86,55.0,4,118,3,4,210,0.0772,2012.0
5734,3,86,14.0,4,58,11,5,211,0.9001,2013.0
6461,2,84,12.0,52,609,2,8,192,0.8779,2014.0
5991,3,91,45.0,7,25,6,15,215,0.5106,2012.0
3915,1,84,17.0,19,525,3,222,268,0.4013,2011.0
2878,12,86,15.0,40,11,2,9,190,0.3612,2016.0
1404,3,85,14.0,23,40,10,138,163,0.4019,2013.0
2896,3,82,45.0,4,7,3,15,111,-0.1531,2009.0
7077,3,84,16.0,7,25,10,26,254,0.5922,2010.0
798,10,86,13.0,102,11,9,9,253,0.872,2012.0
5592,2,88,17.0,52,609,2,8,216,0.743,2013.0
857,11,92,100.0,25,56,9,36,360,0.7351,2010.0
6912,3,81,9.0,4,58,3,5,103,-0.4927,2006.0
7522,3,86,44.0,4,494,3,15,302,0.7111,2004.0
3917,8,90,30.0,110,11,2,84,172,0.7269,2009.0
9804,2,87,20.0,41,136,2,4,292,0.9001,2014.0
3111,1,86,26.0,37,73,1,18,228,0.0,2012.0
6280,2,89,51.0,33,52,2,48,254,0.7964,2011.0
5246,2,89,82.0,33,52,2,48,218,0.8366,2011.0
7967,2,88,25.0,41,310,2,5,247,0.8885,2006.0
7630,2,89,25.0,48,191,2,2,163,0.7906,2011.0
1503,10,86,15.0,27,11,9,9,271,0.9403,2012.0
9501,2,86,35.0,6,95,2,20,209,0.2732,2013.0
4679,11,93,69.0,25,98,9,55,308,0.4939,2012.0
8747,3,93,45.0,4,168,12,5,303,0.8074,2012.0
8949,3,91,48.0,4,168,12,4,273,0.6652,2011.0
2651,12,90,22.0,59,11,2,86,286,0.3182,2014.0
6866,3,88,42.0,4,198,11,30,146,0.9001,2011.0
4468,10,88,25.0,69,11,9,11,264,0.3612,2010.0
5169,3,83,40.0,7,25,6,18,124,-0.1531,2010.0
6806,2,91,25.0,41,346,2,5,236,0.765,2011.0
3321,1,89,35.0,19,27,1,25,232,0.4404,2010.0
3336,3,87,15.0,4,23,3,15,156,0.91,2008.0
6987,12,84,9.0,40,11,2,86,198,0.7411,2012.0
3693,3,92,50.0,4,87,12,4,255,0.0,2012.0
6209,2,88,14.0,52,411,2,20,231,0.6124,2015.0
8322,3,92,38.0,4,7,12,208,286,0.0,2014.0
2974,3,88,15.0,4,5,4,47,202,-0.296,2016.0
7016,2,86,16.0,2,483,2,30,197,0.8555,2011.0
8722,12,90,28.0,73,11,2,86,268,0.9517,2015.0
1522,19,89,25.0,130,11,17,148,269,0.6369,2012.0
4783,2,84,15.0,21,570,7,242,256,0.7964,2015.0
3177,1,84,13.0,50,235,3,60,185,0.8555,2008.0
7880,2,89,25.0,52,262,2,230,211,0.8658,2009.0
197,10,85,9.0,61,11,9,33,270,0.8641,2008.0
9919,2,84,13.0,21,228,3,9,249,0.4215,2007.0
7914,2,89,25.0,41,246,2,5,164,0.4404,2008.0
672,2,90,20.0,31,46,13,51,339,0.904,2014.0
7941,3,89,35.0,7,10,10,15,253,-0.2323,2010.0
2575,3,84,22.0,4,58,11,5,259,0.6124,2013.0
9537,3,93,32.0,4,7,12,18,362,0.4767,2012.0
1230,12,89,13.0,59,11,2,28,296,0.6956,2011.0
6998,3,94,47.0,4,4,3,4,446,0.9136,2005.0
3229,8,92,23.0,84,11,13,22,332,0.9451,2014.0
7634,1,86,12.0,3,129,1,18,270,0.6115,2013.0
2614,3,90,26.0,23,439,10,9,286,0.872,2015.0
3179,3,91,39.0,23,75,10,4,324,0.91,2012.0
3892,3,91,44.0,4,23,3,18,472,0.6542,2010.0
2842,2,85,12.0,52,345,2,8,214,0.0,2015.0
8066,2,91,25.0,6,95,2,20,245,0.5574,2012.0
9663,1,93,40.0,3,26,1,3,374,0.5106,2012.0
6774,3,87,75.0,4,23,3,15,145,0.8739,2009.0
7276,3,93,65.0,23,40,10,4,325,0.34,2012.0
6974,1,90,75.0,19,27,1,25,341,0.5423,2012.0
3548,2,87,20.0,2,348,2,4,195,0.8625,2014.0
8551,3,89,45.0,4,4,3,11,350,0.8779,2005.0
8260,2,81,20.0,41,136,2,5,95,-0.4215,2010.0
1530,2,92,25.0,6,334,2,20,168,0.7964,2010.0
1793,11,87,15.0,77,351,9,79,263,0.5574,2014.0
853,3,93,50.0,4,106,11,47,383,0.836,2013.0
4010,2,87,14.0,6,34,2,20,192,0.4215,2014.0
9824,3,85,25.0,4,108,3,161,274,0.4588,2005.0
7808,1,89,45.0,19,27,1,25,212,0.0,2012.0
8334,10,87,25.0,34,11,9,83,280,0.4404,2009.0
2187,7,93,43.0,116,11,5,22,286,0.8422,2013.0
5376,3,92,35.0,7,25,6,10,289,0.2732,2014.0
1992,11,87,13.0,25,56,9,55,262,0.0,2009.0
8269,3,90,32.0,7,208,6,18,110,0.0,2013.0
618,3,86,15.0,5,67,14,6,223,0.7351,2007.0
1324,3,91,20.0,7,172,10,131,301,0.0,2011.0
8953,2,92,35.0,41,104,2,5,249,0.8381,2006.0
7965,3,89,14.0,5,67,5,22,214,0.8148,2011.0
2594,3,91,38.0,23,280,10,11,239,0.4019,2010.0
615,3,90,25.0,7,25,10,94,317,0.704,2011.0
4465,3,92,55.0,4,81,4,4,238,-0.4215,2012.0
3210,3,85,16.0,4,65,3,4,145,0.4404,2009.0
2794,3,91,75.0,4,367,4,26,321,0.4588,2012.0
905,3,85,30.0,103,11,6,15,129,0.4588,2012.0
3405,2,89,39.0,6,196,2,26,328,0.5423,2012.0
879,10,84,26.0,109,11,9,33,237,0.2023,2010.0
3008,3,89,34.0,4,81,3,4,176,0.6597,2012.0
5537,1,91,22.0,10,292,1,16,225,0.4019,2016.0
9613,8,90,25.0,66,11,13,22,229,0.9165,2015.0
3438,1,90,45.0,37,111,1,18,269,0.3818,2011.0
8350,3,93,85.0,4,84,3,15,285,0.6858,2007.0
617,3,93,60.0,4,135,3,4,306,0.8779,2007.0
2324,8,92,45.0,70,11,13,53,349,0.81,2015.0
5142,3,86,14.0,4,65,3,19,174,-0.4767,2011.0
5449,2,87,13.0,2,219,2,98,174,0.4404,2012.0
9460,3,91,22.0,4,16,4,9,200,0.4767,2016.0
4067,3,84,15.0,4,36,3,15,194,0.8591,2007.0
331,2,94,65.0,31,46,13,6,411,0.9586,2013.0
3064,6,87,11.0,13,60,9,19,251,0.9246,2010.0
4880,2,88,55.0,33,52,2,48,351,0.8625,2011.0
5698,2,86,25.0,41,613,2,5,217,0.6697,2012.0
3562,2,90,25.0,48,86,2,10,161,0.7311,2008.0
8590,3,84,13.0,4,69,3,15,178,0.8779,2012.0
7846,2,92,34.0,31,46,2,22,256,0.8663,2010.0
5455,1,90,20.0,1,305,3,63,249,0.9537,2006.0
8992,11,86,9.0,77,145,9,2,186,0.6705,2015.0
3674,4,84,11.0,92,11,7,13,151,0.5423,2010.0
9534,1,85,25.0,37,291,3,2,317,-0.4973,2008.0
590,12,89,20.0,59,11,2,28,263,0.802,2013.0
1488,24,87,22.0,127,11,9,15,240,0.4588,2010.0
149,3,93,75.0,4,81,3,4,312,0.5859,2009.0
5959,2,84,13.0,48,79,2,2,155,0.8402,2016.0
1801,2,85,15.0,98,274,2,105,192,-0.3626,2010.0
8931,3,87,30.0,4,330,3,4,282,0.2732,2007.0
7170,11,88,40.0,29,275,9,18,217,0.0,2011.0
6077,3,92,28.0,4,536,4,102,410,0.8124,2007.0
4208,1,88,80.0,19,27,1,25,233,0.4404,2012.0
3095,2,84,12.0,6,33,2,26,173,0.802,2006.0
4188,3,86,17.0,7,109,6,42,140,0.6369,2015.0
7925,10,86,8.0,61,11,9,15,316,0.8402,2002.0
3040,2,89,25.0,33,52,2,48,110,0.7351,2011.0
7247,8,92,56.0,16,11,2,22,256,0.4939,2007.0
3786,3,87,14.0,7,109,10,22,263,0.6852,2008.0
8586,2,91,18.0,98,373,2,105,207,0.7845,2010.0
5060,3,95,60.0,23,119,10,5,331,0.7248,2015.0
8682,3,95,58.0,4,22,11,4,360,0.9042,2014.0
7479,3,93,100.0,4,23,3,15,355,0.9062,2008.0
516,10,90,25.0,27,11,9,9,289,0.9226,2008.0
4487,6,87,15.0,13,127,9,15,191,0.0,2016.0
3033,12,90,25.0,42,11,2,40,206,0.5574,2011.0
9373,3,95,70.0,4,4,4,5,314,0.8588,2014.0
9504,1,89,35.0,3,3,1,3,206,0.2263,2010.0
5269,1,88,19.0,10,555,3,67,210,0.4404,2011.0
9683,1,94,55.0,3,26,3,24,299,0.9437,2007.0
9172,3,85,16.0,149,374,5,22,226,0.4404,2010.0
5751,6,84,25.0,13,163,9,5,175,0.0,2013.0
7723,3,91,35.0,4,48,12,81,310,0.5927,2012.0
2750,3,92,36.0,4,23,3,5,272,-0.128,2005.0
946,11,84,17.0,25,98,9,55,213,0.296,2013.0
9217,3,84,11.0,4,58,3,23,167,0.7346,2011.0
5748,3,89,18.0,7,152,6,53,213,0.0,2014.0
2466,2,91,44.0,41,246,2,5,244,0.9401,2013.0
4784,3,89,32.0,7,109,6,26,204,0.8957,2014.0
4788,3,88,15.0,4,55,3,26,196,0.9178,2007.0
1305,6,87,11.0,13,127,9,114,290,0.6757,2006.0
4385,1,85,25.0,1,260,1,42,205,0.4215,2014.0
7568,3,88,20.0,7,25,6,22,220,0.0,2013.0
4062,3,87,23.0,7,25,10,11,263,0.2263,2011.0
8297,3,87,20.0,23,40,10,22,185,0.6124,2014.0
473,1,84,12.0,50,175,3,18,274,0.891,2006.0
8636,2,92,65.0,41,246,2,5,173,0.9274,2014.0
5435,2,87,15.0,31,46,2,22,250,0.7269,2012.0
6439,3,93,55.0,4,81,3,4,319,0.7028,2006.0
61,3,92,30.0,4,41,12,9,255,0.6124,2013.0
7865,10,89,24.0,43,11,9,9,258,0.7096,2015.0
3141,3,92,95.0,4,23,4,15,268,0.7845,2011.0
8104,3,88,36.0,23,119,10,4,187,0.3682,2011.0
323,2,84,18.0,6,33,2,20,159,0.7579,2012.0
4928,3,86,28.0,4,36,11,19,238,0.7845,2013.0
7405,3,88,11.0,7,25,10,26,225,0.4404,2011.0
1907,3,84,18.0,4,23,4,9,150,0.4939,2014.0
7938,10,83,9.0,24,11,9,9,244,0.4215,2010.0
934,2,93,19.0,52,262,2,116,262,0.4404,2012.0
9241,3,83,15.0,4,48,3,5,127,0.6712,2008.0
3076,3,91,38.0,4,269,3,4,275,0.4404,2011.0
2415,1,87,45.0,10,18,3,37,250,0.7863,2004.0
9442,3,89,37.0,7,88,10,15,281,0.6597,2005.0
8498,3,91,22.0,4,32,3,5,261,0.743,2001.0
7103,22,87,19.0,197,11,14,229,247,0.8481,2006.0
4664,2,88,14.0,6,34,2,20,284,0.4404,2014.0
589,8,91,19.0,88,11,13,5,307,0.9299,2015.0
3512,3,91,50.0,4,39,4,18,285,0.6705,2012.0
4686,2,85,10.0,36,124,2,5,154,0.4404,2015.0
9297,3,90,35.0,4,23,3,47,316,0.802,2010.0
3442,4,87,10.0,30,11,7,15,242,0.6757,2011.0
1144,3,91,55.0,4,297,12,11,276,0.0,2013.0
721,3,87,16.0,7,25,10,26,158,0.3182,2008.0
4232,7,90,26.0,51,11,5,22,251,0.3612,2012.0
5234,12,93,125.0,42,11,2,40,315,-0.2625,2011.0
2064,1,86,25.0,19,122,1,25,232,-0.1531,2012.0
7639,1,86,19.0,1,53,1,138,175,0.6597,2014.0
9753,1,91,25.0,3,129,3,18,237,0.4939,2007.0
6937,3,91,35.0,7,172,10,15,337,0.3818,2007.0
8920,2,90,75.0,41,491,2,5,222,0.8979,2014.0
1991,10,87,10.0,61,11,9,15,217,0.8625,2012.0
8689,1,90,50.0,3,26,1,3,249,0.6705,2012.0
503,3,92,30.0,4,108,11,5,262,0.8658,2012.0
7690,1,85,14.0,55,671,3,301,266,0.7269,2008.0
4703,8,91,24.0,108,11,13,22,233,0.8316,2013.0
6913,11,91,21.0,25,98,9,55,240,0.1655,2012.0
9823,22,87,55.0,141,11,14,18,192,0.3818,2007.0
4683,12,85,8.0,59,11,2,28,186,0.765,2014.0
566,3,88,35.0,7,45,10,30,188,0.802,2009.0
5478,3,85,11.0,4,58,11,18,161,0.6908,2012.0
7674,1,94,24.0,50,371,1,241,493,0.8452,2015.0
11,3,87,20.0,4,7,3,10,160,0.0,2012.0
7867,1,92,69.0,19,27,1,25,326,0.0,2012.0
2807,1,87,65.0,1,1,1,35,213,0.8381,2011.0
9530,1,88,20.0,3,94,3,146,217,0.8979,2009.0
2867,2,92,40.0,74,435,8,10,381,0.2382,2009.0
2034,1,87,25.0,3,3,1,18,216,0.6808,2013.0
19,3,95,100.0,4,16,3,15,320,0.9287,2010.0
8475,2,88,25.0,33,52,2,48,214,0.7579,2011.0
6753,2,90,22.0,31,170,13,51,276,0.8873,2011.0
4292,1,93,25.0,19,27,3,25,261,0.9129,2007.0
9775,3,87,28.0,4,138,4,10,212,0.7564,2008.0
4229,4,89,15.0,8,11,14,14,322,0.7269,2006.0
7424,3,88,25.0,23,40,10,4,383,0.5012,2009.0
4417,2,88,30.0,2,2,2,4,204,0.34,2015.0
6262,1,95,25.0,3,388,3,35,444,0.9506,2003.0
3721,3,88,20.0,5,6,5,30,356,0.0772,2010.0
6405,3,93,150.0,4,84,3,20,276,0.8442,2008.0
6060,2,88,15.0,98,241,2,105,286,0.5584,2014.0
9884,3,86,7.0,7,208,10,284,126,0.3804,2000.0
5001,3,88,30.0,7,25,10,11,253,0.6705,2006.0
9263,2,85,25.0,48,79,2,2,141,0.3182,2013.0
1639,7,91,54.0,51,11,5,22,256,0.6546,2010.0
7141,2,87,16.0,74,232,8,2,165,0.6486,2013.0
8116,3,95,48.0,4,22,11,23,286,0.8438,2007.0
1251,3,92,100.0,23,119,10,4,352,0.6423,2008.0
1697,2,89,13.0,31,46,13,158,187,0.6369,2015.0
4325,3,86,19.0,4,108,4,35,248,0.7512,2010.0
1056,3,87,50.0,5,67,5,22,272,0.2732,2013.0
7327,3,92,65.0,4,4,4,5,287,0.4939,2014.0
3804,11,80,10.0,25,192,9,177,168,-0.128,2010.0
2370,11,87,35.0,25,38,9,27,302,0.3612,2009.0
5082,3,90,25.0,4,58,3,18,227,0.8714,2006.0
3385,1,89,39.0,1,159,1,35,277,-0.4215,2013.0
7495,3,93,38.0,4,108,11,17,270,0.9591,2013.0
2069,2,89,13.0,6,9,2,8,195,0.8979,2016.0
4675,3,90,25.0,4,41,3,11,237,0.5106,1999.0
8459,2,91,30.0,52,90,2,19,296,0.7579,2010.0
1860,2,88,40.0,33,52,2,48,233,0.8735,2011.0
9165,3,91,60.0,4,65,4,11,268,0.6705,2012.0
8924,7,92,37.0,117,11,5,4,253,0.8693,2012.0
2810,1,87,25.0,1,1,3,129,176,0.6908,2010.0
9541,3,91,80.0,4,22,11,4,339,0.7579,2011.0
4956,3,91,26.0,7,25,6,15,222,0.0,2014.0
6952,3,92,60.0,4,4,3,5,270,0.8885,2009.0
3903,2,85,19.0,41,524,2,5,155,0.4215,2016.0
1190,1,85,15.0,45,303,1,44,272,0.1531,2014.0
943,3,90,38.0,23,40,10,5,241,0.3182,2013.0
7231,24,83,12.0,160,11,9,116,289,-0.5873,2016.0
4322,12,93,60.0,73,11,2,39,251,0.8375,2010.0
1557,10,85,11.0,46,11,9,33,233,0.0,2013.0
3871,3,87,28.0,4,392,4,15,146,0.0,2007.0
4113,3,88,13.0,4,81,4,51,178,0.8481,2016.0
7678,3,82,46.0,4,7,3,11,158,0.3832,2007.0
4011,3,90,49.0,23,119,10,4,186,0.4588,2014.0
2338,3,86,32.0,47,76,3,100,255,-0.2732,2010.0
145,3,94,145.0,4,84,4,15,279,0.8658,2013.0
8416,4,86,16.0,78,11,3,18,283,0.6705,1998.0
2925,2,84,21.0,6,8,2,8,141,0.7553,2003.0
3254,3,96,63.0,23,40,10,4,430,0.7845,2014.0
1729,1,87,38.0,3,157,1,3,165,0.0,2012.0
3005,2,93,84.0,74,467,8,11,299,0.7748,2008.0
4514,3,86,15.0,5,67,5,30,251,0.7096,2014.0
688,2,96,25.0,6,189,2,20,204,0.9062,2009.0
5084,3,83,12.0,23,40,10,138,146,0.7096,2011.0
8076,11,89,16.0,25,257,9,115,248,-0.3513,2013.0
1062,5,91,18.0,11,259,8,14,315,0.6652,2014.0
950,3,85,39.0,23,139,10,11,142,0.0,2013.0
9664,3,85,25.0,23,40,9,4,208,-0.1935,1998.0
6373,2,88,15.0,52,262,2,230,380,0.8885,2013.0
7388,2,87,15.0,6,33,3,20,224,0.7964,1999.0
86,2,87,20.0,36,54,2,34,202,0.9201,2012.0
3606,5,88,19.0,11,309,8,22,294,0.8569,2007.0
8174,3,95,50.0,4,286,3,5,281,0.8248,2011.0
3052,12,88,18.0,49,11,2,86,253,0.0772,2016.0
6124,2,90,50.0,33,52,2,48,256,0.8074,2011.0
3475,6,84,23.0,13,127,9,19,159,0.4939,2013.0
2487,3,92,36.0,4,100,3,9,292,0.7783,2011.0
8424,2,89,14.0,6,33,2,20,204,0.8834,2015.0
288,3,92,48.0,4,132,12,11,263,0.5574,2014.0
477,2,86,14.0,31,46,2,64,188,0.7783,2010.0
2862,12,88,25.0,28,11,2,200,181,0.1531,2010.0
1300,1,87,48.0,3,26,1,3,209,0.5719,2010.0
6221,3,90,18.0,7,25,10,18,215,0.5499,2008.0
5954,8,92,30.0,84,11,13,87,323,0.9301,2014.0
6386,12,88,15.0,49,11,2,28,221,0.6486,2014.0
8362,3,93,70.0,4,4,4,4,245,0.0,2012.0
5383,3,93,55.0,4,32,3,5,368,0.8671,2009.0
7667,12,92,30.0,219,11,2,39,244,0.899,2014.0
4518,11,87,14.0,25,38,9,27,200,0.5574,2014.0
9365,11,89,24.0,25,56,9,55,264,0.3612,2010.0
7448,3,93,42.0,4,149,12,4,359,0.5859,2013.0
2281,2,93,26.0,52,262,2,116,263,0.8555,2011.0
5278,3,89,14.0,4,58,11,5,227,0.6908,2013.0
998,12,91,60.0,42,11,2,40,173,-0.3818,2008.0
6968,2,92,50.0,31,46,3,51,229,0.765,2007.0
4023,11,88,95.0,29,275,9,35,301,0.4767,2014.0
6000,3,93,40.0,4,32,3,5,305,0.7227,2005.0
935,2,91,26.0,31,46,13,51,273,0.7143,2013.0
1396,7,86,19.0,125,11,5,22,174,0.5927,2014.0
5388,2,89,25.0,6,334,2,20,204,0.3612,2013.0
7491,2,87,26.0,41,663,2,4,239,0.7096,2015.0
9081,3,88,49.0,4,65,4,20,246,0.7003,2009.0
9288,3,82,10.0,7,216,10,11,126,-0.296,2005.0
5086,3,93,85.0,4,23,3,15,382,0.2732,2009.0
6699,1,91,41.0,3,506,3,15,233,0.714,2004.0
838,12,90,10.0,28,11,2,86,165,0.0,2011.0
2743,3,87,18.0,7,208,10,26,172,0.25,2009.0
6315,11,87,15.0,29,559,9,35,297,0.6124,2010.0
5600,1,90,15.0,3,3,1,18,376,0.975,2013.0
6401,3,91,55.0,4,108,11,15,224,0.6705,2013.0
2541,3,94,60.0,7,25,10,11,308,0.9303,2009.0
9671,1,87,19.0,50,363,3,136,191,0.7003,2010.0
3196,2,96,100.0,31,46,13,22,546,0.8674,2014.0
2335,3,88,37.0,7,45,6,11,219,0.5574,2011.0
2906,3,89,30.0,4,161,12,20,336,-0.4215,2010.0
7202,11,89,20.0,25,56,9,55,272,0.9349,2006.0
4211,3,90,28.0,4,5,4,9,273,0.4404,2014.0
4345,2,86,29.0,74,479,8,10,227,0.4588,2009.0
3048,1,90,31.0,45,347,1,44,271,0.3818,2008.0
3001,2,92,55.0,74,142,8,10,296,0.5719,2006.0
6615,3,91,40.0,4,41,3,3,325,0.9485,2007.0
1113,1,87,25.0,1,103,3,1,234,0.0,2006.0
305,3,85,45.0,4,32,3,4,146,0.0,2011.0
4369,3,86,12.0,23,40,10,51,235,0.8402,2007.0
7143,3,91,75.0,4,44,3,99,506,0.8984,2010.0
8623,3,91,48.0,4,16,4,20,321,0.5719,2013.0
4972,3,91,40.0,7,25,6,5,183,0.7783,2014.0
7825,3,93,50.0,4,23,3,15,205,0.8158,2009.0
4154,3,87,24.0,23,416,10,18,368,0.0,2008.0
5569,3,93,65.0,23,245,10,11,366,0.942,2006.0
8161,3,87,50.0,4,7,12,15,332,0.7574,2010.0
6454,1,93,80.0,3,26,3,24,260,0.8074,2006.0
3561,3,86,85.0,4,28,4,15,221,0.0,2012.0
1704,3,84,25.0,4,118,3,5,95,0.4588,2009.0
4205,6,83,11.0,13,127,9,9,168,-0.1531,2014.0
6889,3,90,50.0,4,22,11,51,237,0.8402,2013.0
9579,3,85,42.0,4,29,4,47,172,0.5423,2011.0
1445,3,94,85.0,4,23,4,55,292,0.8519,2013.0
6359,2,90,15.0,6,9,2,8,229,0.7269,2016.0
5717,6,85,50.0,13,127,9,35,224,0.0,2009.0
92,3,85,14.0,4,58,11,9,186,0.1027,2016.0
9782,3,86,16.0,23,40,10,51,212,0.1531,2013.0
9175,8,88,13.0,32,11,13,2,224,0.3499,2015.0
9454,3,94,40.0,4,4,3,5,276,0.8519,2009.0
3867,11,89,95.0,25,98,9,55,300,0.7935,2007.0
2486,3,88,28.0,7,152,6,6,164,0.3818,2014.0
8501,3,91,25.0,4,16,3,18,239,0.8126,2009.0
1566,3,90,18.0,7,109,10,30,273,0.7061,2013.0
4330,3,88,35.0,4,36,4,116,256,0.743,2010.0
6414,2,84,15.0,48,79,2,2,90,0.7906,2011.0
2018,2,91,45.0,48,79,2,2,165,0.7152,2011.0
5869,3,84,30.0,4,23,4,4,183,0.7579,2012.0
605,2,87,25.0,6,91,2,20,206,0.7003,2011.0
4993,2,89,58.0,74,467,8,11,238,0.3612,2009.0
3362,3,86,10.0,5,67,8,22,191,0.7579,2002.0
961,11,88,18.0,29,42,9,23,179,0.7667,2011.0
466,2,94,90.0,41,174,2,4,209,0.2732,2011.0
3031,3,94,50.0,4,81,3,4,390,0.9081,2007.0
9448,3,89,24.0,7,172,6,131,242,0.4767,2015.0
7513,3,93,66.0,4,118,12,4,361,0.4201,2014.0
8249,3,92,35.0,7,10,6,218,210,0.0,2012.0
1269,3,92,35.0,7,25,10,20,216,0.0,2010.0
9910,3,92,35.0,4,5,3,47,362,0.8705,2006.0
4633,12,91,26.0,28,11,2,28,306,0.7579,2013.0
4916,3,86,22.0,23,416,10,5,273,0.5859,2008.0
7151,9,91,39.0,62,11,8,4,247,0.7906,2006.0
3633,1,83,8.0,10,507,8,42,186,0.6249,2001.0
5216,2,91,20.0,6,91,2,20,253,0.6428,2014.0
8761,3,89,55.0,7,10,6,20,372,0.4404,2012.0
7433,3,86,46.0,4,22,11,4,314,0.0,2011.0
9819,3,92,27.0,4,7,12,18,299,0.2732,2011.0
6463,3,85,11.0,7,25,6,9,118,0.0,2014.0
9828,3,80,16.0,4,7,3,10,94,0.0,2004.0
4143,11,89,45.0,25,56,9,55,268,0.8834,2003.0
338,3,87,45.0,4,23,3,18,220,0.0,2009.0
9109,3,90,55.0,7,172,6,19,179,0.0,2013.0
4743,10,86,18.0,20,11,9,4,289,0.6369,2011.0
7665,11,88,26.0,25,56,9,36,264,0.6423,2007.0
7709,3,84,35.0,5,67,14,15,216,0.34,2005.0
389,3,89,25.0,4,41,12,15,260,0.6369,2014.0
6881,3,93,30.0,4,87,12,5,333,0.6557,2013.0
3521,11,84,8.0,25,438,9,2,223,-0.5041,2013.0
6059,3,86,17.0,4,4,3,11,174,0.714,2008.0
436,2,91,22.0,2,78,2,9,253,0.8957,2015.0
5,3,84,14.0,4,5,3,5,133,0.6908,2012.0
9131,11,90,39.0,25,56,9,55,456,0.4114,2005.0
2160,1,87,19.0,19,137,1,7,151,0.5106,2015.0
9690,3,91,20.0,4,4,4,4,219,0.7184,2015.0
2157,3,88,20.0,4,32,3,9,234,0.765,2011.0
3082,2,93,50.0,52,90,2,19,240,0.0,2011.0
583,7,93,60.0,51,11,5,22,240,0.3678,2012.0
6512,11,87,25.0,29,559,9,15,291,0.0,2007.0
8664,2,95,65.0,33,52,2,48,291,0.8481,2008.0
2882,3,93,68.0,4,108,11,5,328,0.932,2014.0
3058,1,89,45.0,3,3,1,18,237,0.3182,2013.0
5379,1,88,70.0,19,27,1,25,317,0.0,2013.0
8426,1,88,30.0,10,57,1,18,180,0.4939,2015.0
6587,3,91,50.0,4,81,4,4,303,0.7351,2013.0
7988,3,86,45.0,4,23,3,15,139,0.7269,2009.0
4760,11,88,14.0,25,38,9,27,313,0.6808,2008.0
3045,3,88,48.0,7,25,6,9,189,0.8316,2015.0
8774,3,93,60.0,4,149,12,4,292,0.3182,2014.0
4739,2,87,18.0,31,46,13,64,211,-0.3626,2014.0
4666,2,85,14.0,6,254,2,2,197,0.3182,2016.0
6595,3,90,55.0,4,4,3,4,249,0.854,2006.0
5166,2,92,65.0,41,592,2,4,234,0.802,2005.0
9431,2,90,25.0,6,181,2,20,182,0.631,2008.0
6506,3,90,37.0,23,119,10,4,212,0.5106,2015.0
2695,3,89,16.0,5,67,5,30,316,0.8338,2010.0
1618,2,86,10.0,52,195,2,153,180,0.7908,2013.0
3,3,92,50.0,4,4,4,4,268,0.6705,2012.0
2850,3,90,24.0,4,41,12,9,283,0.0,2013.0
2771,12,92,70.0,59,11,2,28,190,0.765,2007.0
5085,2,94,25.0,6,328,2,20,202,0.9493,2005.0
